"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITFG","Mezzogiorno","9","totale","Y35-44","35-44 anni","2020-Q4","T4-2020",1522.662,,
"ITF1","Abruzzo","9","totale","Y35-44","35-44 anni","2019","2019",124.513,,
"ITF1","Abruzzo","9","totale","Y35-44","35-44 anni","2020","2020",122.456,,
"ITF2","Molise","1","maschi","Y35-44","35-44 anni","2019","2019",16.305,,
"ITF2","Molise","1","maschi","Y35-44","35-44 anni","2020","2020",14.598,,
"ITF4","Puglia","2","femmine","Y35-44","35-44 anni","2019","2019",118.303,,
"ITF4","Puglia","2","femmine","Y35-44","35-44 anni","2020","2020",118.955,,
"ITF6","Calabria","2","femmine","Y35-44","35-44 anni","2019","2019",48.49,,
"ITF6","Calabria","2","femmine","Y35-44","35-44 anni","2020","2020",48.498,,
"ITF6","Calabria","9","totale","Y35-44","35-44 anni","2019","2019",138.465,,
"ITF6","Calabria","9","totale","Y35-44","35-44 anni","2020","2020",137.901,,
"ITG1","Sicilia","2","femmine","Y35-44","35-44 anni","2019","2019",121.592,,
"ITG1","Sicilia","2","femmine","Y35-44","35-44 anni","2020","2020",121.432,,
"ITG1","Sicilia","9","totale","Y35-44","35-44 anni","2019","2019",344.822,,
"ITG1","Sicilia","9","totale","Y35-44","35-44 anni","2020","2020",337.782,,
"ITG2","Sardegna","9","totale","Y35-44","35-44 anni","2019","2019",153.423,,
"ITG2","Sardegna","9","totale","Y35-44","35-44 anni","2020","2020",142.582,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2019","2019",4047.308,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2019-Q1","T1-2019",3987.257,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2019-Q2","T2-2019",4064.866,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2019-Q4","T4-2019",4069.073,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2019-Q3","T3-2019",4068.036,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2020","2020",4012.476,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2020-Q2","T2-2020",3984.985,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2020-Q1","T1-2020",4002.322,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2020-Q3","T3-2020",4018.307,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2020-Q4","T4-2020",4044.29,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2019","2019",3066.952,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2019-Q1","T1-2019",3041.087,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2019-Q2","T2-2019",3101.786,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2019-Q4","T4-2019",3060.129,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2019-Q3","T3-2019",3064.806,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2020","2020",3024.959,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2020-Q2","T2-2020",3014.871,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2020-Q1","T1-2020",3025.716,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2020-Q3","T3-2020",3000.246,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2020-Q4","T4-2020",3059.002,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2019","2019",7114.26,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2019-Q1","T1-2019",7028.344,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2019-Q2","T2-2019",7166.652,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2019-Q4","T4-2019",7129.202,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2019-Q3","T3-2019",7132.841,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2020","2020",7037.435,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2020-Q2","T2-2020",6999.856,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2020-Q1","T1-2020",7028.038,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2020-Q3","T3-2020",7018.553,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2020-Q4","T4-2020",7103.292,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2019","2019",1706.267,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2019-Q1","T1-2019",1706.433,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2019-Q2","T2-2019",1724.214,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2019-Q4","T4-2019",1700.324,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2019-Q3","T3-2019",1694.098,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2020","2020",1677.358,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2020-Q2","T2-2020",1679.708,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2020-Q1","T1-2020",1685.648,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2020-Q3","T3-2020",1658.644,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2020-Q4","T4-2020",1685.431,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2019","2019",3795.658,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2019-Q1","T1-2019",3786.049,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2019-Q2","T2-2019",3830.195,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2019-Q4","T4-2019",3786.366,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2019-Q3","T3-2019",3780.021,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2020","2020",3742.97,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2020-Q2","T2-2020",3741.734,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2020-Q1","T1-2020",3758.6,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2020-Q3","T3-2020",3720.683,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2020-Q4","T4-2020",3750.861,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2019","2019",1203.58,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2019-Q1","T1-2019",1202.701,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2019-Q2","T2-2019",1208.316,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2019-Q4","T4-2019",1205.295,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2019-Q3","T3-2019",1198.009,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2020","2020",1190.243,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2020-Q2","T2-2020",1187.488,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2020-Q1","T1-2020",1200.072,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2020-Q3","T3-2020",1182.846,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2020-Q4","T4-2020",1190.565,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2019","2019",977.769,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2019-Q1","T1-2019",978.309,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2019-Q2","T2-2019",983.871,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2019-Q4","T4-2019",975.736,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2019-Q3","T3-2019",973.158,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2020","2020",961.336,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2020-Q2","T2-2020",958.88,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2020-Q1","T1-2020",967.372,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2020-Q3","T3-2020",950.133,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2020-Q4","T4-2020",968.961,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2019","2019",2181.349,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2019-Q1","T1-2019",2181.011,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2019-Q2","T2-2019",2192.187,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2019-Q4","T4-2019",2181.031,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2019-Q3","T3-2019",2171.167,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2020","2020",2151.579,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2020-Q2","T2-2020",2146.367,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2020-Q1","T1-2020",2167.444,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2020-Q3","T3-2020",2132.979,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2020-Q4","T4-2020",2159.526,,
"ITC1","Piemonte","1","maschi","Y45-54","45-54 anni","2019","2019",310.248,,
"ITC1","Piemonte","1","maschi","Y45-54","45-54 anni","2020","2020",304.948,,
"ITC1","Piemonte","2","femmine","Y45-54","45-54 anni","2019","2019",267.167,,
"ITC1","Piemonte","2","femmine","Y45-54","45-54 anni","2020","2020",262.976,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y45-54","45-54 anni","2019","2019",9.308,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y45-54","45-54 anni","2020","2020",9.213,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y45-54","45-54 anni","2019","2019",8.555,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y45-54","45-54 anni","2020","2020",8.513,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y45-54","45-54 anni","2019","2019",17.863,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y45-54","45-54 anni","2020","2020",17.727,,
"ITC3","Liguria","2","femmine","Y45-54","45-54 anni","2019","2019",88.042,,
"ITC3","Liguria","2","femmine","Y45-54","45-54 anni","2020","2020",86.189,,
"ITC4","Lombardia","1","maschi","Y45-54","45-54 anni","2019","2019",774.443,,
"ITC4","Lombardia","1","maschi","Y45-54","45-54 anni","2020","2020",767.597,,
"ITC4","Lombardia","9","totale","Y45-54","45-54 anni","2019","2019",1388.447,,
"ITC4","Lombardia","9","totale","Y45-54","45-54 anni","2020","2020",1371.255,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2019","2019",885.81,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2019-Q1","T1-2019",876.916,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2019-Q2","T2-2019",897.665,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2019-Q4","T4-2019",880.747,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2019-Q3","T3-2019",887.914,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2020","2020",875.369,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2020-Q2","T2-2020",874.538,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2020-Q1","T1-2020",872.881,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2020-Q3","T3-2020",879.193,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2020-Q4","T4-2020",874.866,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2019","2019",728.499,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2019-Q1","T1-2019",728.123,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2019-Q2","T2-2019",740.343,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2019-Q4","T4-2019",724.588,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2019-Q3","T3-2019",720.94,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2020","2020",716.022,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2020-Q2","T2-2020",720.829,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2020-Q1","T1-2020",718.276,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2020-Q3","T3-2020",708.511,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2020-Q4","T4-2020",716.47,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y45-54","45-54 anni","2019","2019",79.886,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y45-54","45-54 anni","2020","2020",78.102,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y45-54","45-54 anni","2019","2019",69.625,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y45-54","45-54 anni","2020","2020",68.624,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y45-54","45-54 anni","2019","2019",149.511,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y45-54","45-54 anni","2020","2020",146.726,,
"ITD1","Provincia Autonoma Bolzano / Bozen","1","maschi","Y45-54","45-54 anni","2019","2019",40.299,,
"ITD1","Provincia Autonoma Bolzano / Bozen","1","maschi","Y45-54","45-54 anni","2020","2020",39.422,,
"ITD1","Provincia Autonoma Bolzano / Bozen","2","femmine","Y45-54","45-54 anni","2019","2019",36.414,,
"ITD1","Provincia Autonoma Bolzano / Bozen","2","femmine","Y45-54","45-54 anni","2020","2020",35.499,,
"ITD1","Provincia Autonoma Bolzano / Bozen","9","totale","Y45-54","45-54 anni","2019","2019",76.714,,
"ITD1","Provincia Autonoma Bolzano / Bozen","9","totale","Y45-54","45-54 anni","2020","2020",74.921,,
"ITD2","Provincia Autonoma Trento","1","maschi","Y45-54","45-54 anni","2019","2019",39.587,,
"ITD2","Provincia Autonoma Trento","1","maschi","Y45-54","45-54 anni","2020","2020",38.68,,
"ITD2","Provincia Autonoma Trento","2","femmine","Y45-54","45-54 anni","2019","2019",33.21,,
"ITD2","Provincia Autonoma Trento","2","femmine","Y45-54","45-54 anni","2020","2020",33.125,,
"ITD2","Provincia Autonoma Trento","9","totale","Y45-54","45-54 anni","2019","2019",72.798,,
"ITD2","Provincia Autonoma Trento","9","totale","Y45-54","45-54 anni","2020","2020",71.805,,
"ITD3","Veneto","1","maschi","Y45-54","45-54 anni","2019","2019",376.662,,
"ITD3","Veneto","1","maschi","Y45-54","45-54 anni","2020","2020",372.716,,
"ITD3","Veneto","2","femmine","Y45-54","45-54 anni","2019","2019",293.469,,
"ITD3","Veneto","2","femmine","Y45-54","45-54 anni","2020","2020",285.005,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y45-54","45-54 anni","2019","2019",90.951,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y45-54","45-54 anni","2020","2020",90.867,,
"ITD4","Friuli-Venezia Giulia","2","femmine","Y45-54","45-54 anni","2019","2019",72.353,,
"ITD4","Friuli-Venezia Giulia","2","femmine","Y45-54","45-54 anni","2020","2020",74.504,,
"ITD4","Friuli-Venezia Giulia","9","totale","Y45-54","45-54 anni","2019","2019",163.305,,
"ITD4","Friuli-Venezia Giulia","9","totale","Y45-54","45-54 anni","2020","2020",165.371,,
"ITD5","Emilia-Romagna","9","totale","Y45-54","45-54 anni","2019","2019",631.362,,
"ITD5","Emilia-Romagna","9","totale","Y45-54","45-54 anni","2020","2020",621.573,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2019","2019",844.723,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2019-Q1","T1-2019",823.76,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2019-Q2","T2-2019",844.265,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2019-Q4","T4-2019",847.992,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2019-Q3","T3-2019",862.875,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2020","2020",833.768,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2020-Q2","T2-2020",833.545,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2020-Q1","T1-2020",837.801,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2020-Q3","T3-2020",828.339,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2020-Q4","T4-2020",835.385,,
"ITE","Centro","2","femmine","Y45-54","45-54 anni","2019","2019",687.074,,
"ITE","Centro","2","femmine","Y45-54","45-54 anni","2019-Q1","T1-2019",677.711,,
"ITE","Centro","2","femmine","Y45-54","45-54 anni","2019-Q2","T2-2019",687.207,,
"ITE","Centro","2","femmine","Y45-54","45-54 anni","2019-Q4","T4-2019",688.728,,
"ITE","Centro","2","femmine","Y45-54","45-54 anni","2019-Q3","T3-2019",694.651,,
"ITE","Centro","2","femmine","Y45-54","45-54 anni","2020","2020",687.78,,
"ITE","Centro","2","femmine","Y45-54","45-54 anni","2020-Q2","T2-2020",687.84,,
"ITE","Centro","2","femmine","Y45-54","45-54 anni","2020-Q1","T1-2020",689.36,,
"ITE","Centro","2","femmine","Y45-54","45-54 anni","2020-Q3","T3-2020",684.044,,
"ITE","Centro","2","femmine","Y45-54","45-54 anni","2020-Q4","T4-2020",689.878,,
"ITE","Centro","9","totale","Y45-54","45-54 anni","2019","2019",1531.797,,
"ITE","Centro","9","totale","Y45-54","45-54 anni","2019-Q1","T1-2019",1501.471,,
"ITE","Centro","9","totale","Y45-54","45-54 anni","2019-Q2","T2-2019",1531.472,,
"ITE","Centro","9","totale","Y45-54","45-54 anni","2019-Q4","T4-2019",1536.719,,
"ITE","Centro","9","totale","Y45-54","45-54 anni","2019-Q3","T3-2019",1557.527,,
"ITE","Centro","9","totale","Y45-54","45-54 anni","2020","2020",1521.548,,
"ITE","Centro","9","totale","Y45-54","45-54 anni","2020-Q2","T2-2020",1521.385,,
"ITE","Centro","9","totale","Y45-54","45-54 anni","2020-Q1","T1-2020",1527.161,,
"ITE","Centro","9","totale","Y45-54","45-54 anni","2020-Q3","T3-2020",1512.383,,
"ITE","Centro","9","totale","Y45-54","45-54 anni","2020-Q4","T4-2020",1525.263,,
"ITE1","Toscana","1","maschi","Y45-54","45-54 anni","2019","2019",269.593,,
"ITE1","Toscana","1","maschi","Y45-54","45-54 anni","2020","2020",264.893,,
"ITE1","Toscana","2","femmine","Y45-54","45-54 anni","2019","2019",231.969,,
"ITE1","Toscana","2","femmine","Y45-54","45-54 anni","2020","2020",231.717,,
"ITE2","Umbria","1","maschi","Y45-54","45-54 anni","2019","2019",59.426,,
"ITE2","Umbria","1","maschi","Y45-54","45-54 anni","2020","2020",58.089,,
"ITE3","Marche","2","femmine","Y45-54","45-54 anni","2019","2019",87.676,,
"ITE3","Marche","2","femmine","Y45-54","45-54 anni","2020","2020",88.168,,
"ITE3","Marche","9","totale","Y45-54","45-54 anni","2019","2019",191.844,,
"ITE3","Marche","9","totale","Y45-54","45-54 anni","2020","2020",193.742,,
"ITE4","Lazio","2","femmine","Y45-54","45-54 anni","2019","2019",318.522,,
"ITE4","Lazio","2","femmine","Y45-54","45-54 anni","2020","2020",319.099,,
"ITFG","Mezzogiorno","1","maschi","Y45-54","45-54 anni","2019","2019",1113.194,,
"ITFG","Mezzogiorno","1","maschi","Y45-54","45-54 anni","2019-Q1","T1-2019",1083.88,,
"ITFG","Mezzogiorno","1","maschi","Y45-54","45-54 anni","2019-Q2","T2-2019",1114.62,,
"ITFG","Mezzogiorno","1","maschi","Y45-54","45-54 anni","2019-Q4","T4-2019",1135.04,,
"ITFG","Mezzogiorno","1","maschi","Y45-54","45-54 anni","2019-Q3","T3-2019",1119.237,,
"ITFG","Mezzogiorno","1","maschi","Y45-54","45-54 anni","2020","2020",1113.096,,
"ITFG","Mezzogiorno","1","maschi","Y45-54","45-54 anni","2020-Q2","T2-2020",1089.414,,
"ITFG","Mezzogiorno","1","maschi","Y45-54","45-54 anni","2020-Q1","T1-2020",1091.568,,
"ITFG","Mezzogiorno","1","maschi","Y45-54","45-54 anni","2020-Q3","T3-2020",1127.929,,
"ITFG","Mezzogiorno","1","maschi","Y45-54","45-54 anni","2020-Q4","T4-2020",1143.474,,
"ITFG","Mezzogiorno","9","totale","Y45-54","45-54 anni","2019","2019",1786.805,,
"ITFG","Mezzogiorno","9","totale","Y45-54","45-54 anni","2019-Q1","T1-2019",1740.824,,
"ITFG","Mezzogiorno","9","totale","Y45-54","45-54 anni","2019-Q2","T2-2019",1804.986,,
"ITFG","Mezzogiorno","9","totale","Y45-54","45-54 anni","2019-Q4","T4-2019",1806.117,,
"ITFG","Mezzogiorno","9","totale","Y45-54","45-54 anni","2019-Q3","T3-2019",1795.294,,
"ITFG","Mezzogiorno","9","totale","Y45-54","45-54 anni","2020","2020",1772.917,,
"ITFG","Mezzogiorno","9","totale","Y45-54","45-54 anni","2020-Q2","T2-2020",1736.737,,
"ITFG","Mezzogiorno","9","totale","Y45-54","45-54 anni","2020-Q1","T1-2020",1742.277,,
"ITFG","Mezzogiorno","9","totale","Y45-54","45-54 anni","2020-Q3","T3-2020",1785.487,,
"ITFG","Mezzogiorno","9","totale","Y45-54","45-54 anni","2020-Q4","T4-2020",1827.168,,
"ITF2","Molise","9","totale","Y45-54","45-54 anni","2019","2019",31.382,,
"ITF2","Molise","9","totale","Y45-54","45-54 anni","2020","2020",31.218,,
"ITF3","Campania","1","maschi","Y45-54","45-54 anni","2019","2019",300.517,,
"ITF3","Campania","1","maschi","Y45-54","45-54 anni","2020","2020",305.667,,
"ITF3","Campania","2","femmine","Y45-54","45-54 anni","2019","2019",168.99,,
"ITF3","Campania","2","femmine","Y45-54","45-54 anni","2020","2020",171.366,,
"ITF4","Puglia","1","maschi","Y45-54","45-54 anni","2019","2019",235.726,,
"ITF4","Puglia","1","maschi","Y45-54","45-54 anni","2020","2020",229.722,,
"ITF4","Puglia","2","femmine","Y45-54","45-54 anni","2019","2019",120.783,,
"ITF4","Puglia","2","femmine","Y45-54","45-54 anni","2020","2020",120.449,,
"ITF4","Puglia","9","totale","Y45-54","45-54 anni","2019","2019",356.509,,
"ITF4","Puglia","9","totale","Y45-54","45-54 anni","2020","2020",350.172,,
"ITF5","Basilicata","1","maschi","Y45-54","45-54 anni","2019","2019",33.451,,
"ITF5","Basilicata","1","maschi","Y45-54","45-54 anni","2020","2020",33.567,,
"ITF5","Basilicata","2","femmine","Y45-54","45-54 anni","2019","2019",20.03,,
"ITF5","Basilicata","2","femmine","Y45-54","45-54 anni","2020","2020",19.573,,
"ITF5","Basilicata","9","totale","Y45-54","45-54 anni","2019","2019",53.48,,
"ITF5","Basilicata","9","totale","Y45-54","45-54 anni","2020","2020",53.14,,
"ITG1","Sicilia","1","maschi","Y45-54","45-54 anni","2019","2019",249.118,,
"ITG1","Sicilia","1","maschi","Y45-54","45-54 anni","2020","2020",253.873,,
"ITG2","Sardegna","1","maschi","Y45-54","45-54 anni","2019","2019",97.272,,
"ITG2","Sardegna","1","maschi","Y45-54","45-54 anni","2020","2020",97.185,,
"IT","Italia","1","maschi","Y55-64","55-64 anni","2019","2019",2577.218,,
"IT","Italia","1","maschi","Y55-64","55-64 anni","2019-Q1","T1-2019",2497.59,,
"IT","Italia","1","maschi","Y55-64","55-64 anni","2019-Q2","T2-2019",2592.439,,
"IT","Italia","1","maschi","Y55-64","55-64 anni","2019-Q4","T4-2019",2603.962,,
"IT","Italia","1","maschi","Y55-64","55-64 anni","2019-Q3","T3-2019",2614.881,,
"IT","Italia","1","maschi","Y55-64","55-64 anni","2020","2020",2646.034,,
"IT","Italia","1","maschi","Y55-64","55-64 anni","2020-Q2","T2-2020",2639.687,,
"IT","Italia","1","maschi","Y55-64","55-64 anni","2020-Q1","T1-2020",2611.967,,
"IT","Italia","1","maschi","Y55-64","55-64 anni","2020-Q3","T3-2020",2664.813,,
"IT","Italia","1","maschi","Y55-64","55-64 anni","2020-Q4","T4-2020",2667.671,,
"IT","Italia","2","femmine","Y55-64","55-64 anni","2019","2019",1904.502,,
"IT","Italia","2","femmine","Y55-64","55-64 anni","2019-Q1","T1-2019",1882.495,,
"IT","Italia","2","femmine","Y55-64","55-64 anni","2019-Q2","T2-2019",1916.18,,
"IT","Italia","2","femmine","Y55-64","55-64 anni","2019-Q4","T4-2019",1929.201,,
"IT","Italia","2","femmine","Y55-64","55-64 anni","2019-Q3","T3-2019",1890.133,,
"IT","Italia","2","femmine","Y55-64","55-64 anni","2020","2020",1950.188,,
"IT","Italia","2","femmine","Y55-64","55-64 anni","2020-Q2","T2-2020",1927.747,,
"IT","Italia","2","femmine","Y55-64","55-64 anni","2020-Q1","T1-2020",1946.702,,
"IT","Italia","2","femmine","Y55-64","55-64 anni","2020-Q3","T3-2020",1921.645,,
"IT","Italia","2","femmine","Y55-64","55-64 anni","2020-Q4","T4-2020",2004.66,,
"IT","Italia","9","totale","Y55-64","55-64 anni","2019","2019",4481.72,,
"IT","Italia","9","totale","Y55-64","55-64 anni","2019-Q1","T1-2019",4380.084,,
"IT","Italia","9","totale","Y55-64","55-64 anni","2019-Q2","T2-2019",4508.619,,
"IT","Italia","9","totale","Y55-64","55-64 anni","2019-Q4","T4-2019",4533.163,,
"IT","Italia","9","totale","Y55-64","55-64 anni","2019-Q3","T3-2019",4505.014,,
"IT","Italia","9","totale","Y55-64","55-64 anni","2020","2020",4596.223,,
"IT","Italia","9","totale","Y55-64","55-64 anni","2020-Q2","T2-2020",4567.434,,
"IT","Italia","9","totale","Y55-64","55-64 anni","2020-Q1","T1-2020",4558.668,,
"IT","Italia","9","totale","Y55-64","55-64 anni","2020-Q3","T3-2020",4586.458,,
"IT","Italia","9","totale","Y55-64","55-64 anni","2020-Q4","T4-2020",4672.331,,
"ITCD","Nord","2","femmine","Y55-64","55-64 anni","2019","2019",979.213,,
"ITCD","Nord","2","femmine","Y55-64","55-64 anni","2019-Q1","T1-2019",970.29,,
"ITCD","Nord","2","femmine","Y55-64","55-64 anni","2019-Q2","T2-2019",969.345,,
"ITCD","Nord","2","femmine","Y55-64","55-64 anni","2019-Q4","T4-2019",1011.034,,
"ITCD","Nord","2","femmine","Y55-64","55-64 anni","2019-Q3","T3-2019",966.184,,
"ITCD","Nord","2","femmine","Y55-64","55-64 anni","2020","2020",1004.779,,
"ITCD","Nord","2","femmine","Y55-64","55-64 anni","2020-Q2","T2-2020",986.956,,
"ITCD","Nord","2","femmine","Y55-64","55-64 anni","2020-Q1","T1-2020",1012.653,,
"ITCD","Nord","2","femmine","Y55-64","55-64 anni","2020-Q3","T3-2020",996.18,,
"ITCD","Nord","2","femmine","Y55-64","55-64 anni","2020-Q4","T4-2020",1023.328,,
"ITCD","Nord","9","totale","Y55-64","55-64 anni","2019","2019",2219.628,,
"ITCD","Nord","9","totale","Y55-64","55-64 anni","2019-Q1","T1-2019",2183.643,,
"ITCD","Nord","9","totale","Y55-64","55-64 anni","2019-Q2","T2-2019",2208.562,,
"ITCD","Nord","9","totale","Y55-64","55-64 anni","2019-Q4","T4-2019",2261.385,,
"ITCD","Nord","9","totale","Y55-64","55-64 anni","2019-Q3","T3-2019",2224.922,,
"ITCD","Nord","9","totale","Y55-64","55-64 anni","2020","2020",2269.274,,
"ITCD","Nord","9","totale","Y55-64","55-64 anni","2020-Q2","T2-2020",2246.692,,
"ITCD","Nord","9","totale","Y55-64","55-64 anni","2020-Q1","T1-2020",2272.543,,
"ITCD","Nord","9","totale","Y55-64","55-64 anni","2020-Q3","T3-2020",2268.322,,
"ITCD","Nord","9","totale","Y55-64","55-64 anni","2020-Q4","T4-2020",2289.54,,
